"fuid","text","labels"
"0de4b43e-6983-65f8-18d6-61e18466f579","View Conteiner content inside blog storage on Azure Websites -- In Preview Portal, I'm not able to see the content of a conteiner after a AZWS backup. I can list the conteiners inside the blog but not the files inside (the .zip and .xml ones in this example). ","Technical Operations--Technical Operations UI or UX|Technical Operations--Integration or Compatibility|Technical Operations--Other Technical Operations|Learn, Try or Buy--Other Learn, Try or Buy"
"ef197850-41c4-a085-6c53-5566be2c03cf","View Subscriptions Summary - Change Payment Method -- In the Change Payment Method under View Subscriptions Summary, the list of credit cards should be radio button or minimum 3 line list box.  I attempted to add a credit card, got an error, and NEVER saw that the card had been added anyway since you only see the current card.  Second, you should add a link to the commerce site since that is the only place you can delete a credit card.    I can satisfyingly say this cost MS a support call.","Learn, Try or Buy--Learn, Try, Buy UI or UX|Business Operations--Business Operations UI or UX|Learn, Try or Buy--Conversion or Registration"
"3c44ca90-1a85-dd33-a578-8a6e05eb88ef","View the entire title of item in Gallery -- The title is truncated for many items in the gallery view and in the details blade.  They should at least display the whole title clearly when hovered over by mouse or maybe long pressed on touch.","Technical Operations--Technical Operations UI or UX"
"9ce5ae0c-82a2-435b-c9e2-fb5e1e6f21ea","Visa Gift Card as payment option. Used Visa Gift Card without having to make PayPal acount","None--Other None"
"c23ec346-9fa3-ee47-e331-af55259b8bea","Visual Studio 2013 and new Dev-Center-account (instead of Live-Account) / publish app from VS 2013 to store	I am not able to connect my Visual Studio 2013 with the Microsoft App-Store (Dev-center). I have a Live-Account xy@live.com and a developer account on the dev-center (https://dev.windows.com/). I want to publish a WP8.1 app but I find no way to  connect visual studio 2013 to the dev-center-account or manipulate the package family name and package publisher name in the appxupload-file to match the expectation of the store.  With VS 2015 I can connect to the live AND the dev-center-account. But this version is running on an other machine... Any ideas how to connect the vs2013 with the store or to change the values in the appxupload-file? Sincerly Peter","Business Operations--Role Management"
"ae51c252-bcda-ef93-4c4c-0bc9e0cf5f15","Visual Studio 2013 and new Dev-Center-account (instead of Live-Account) / publish app from VS 2013 to store	I am not able to connect my Visual Studio 2013 with the Microsoft App-Store (Dev-center). I have a Live-Account xy@live.com and a developer account on the dev-center (https://dev.windows.com/). I want to publish a WP8.1 app but I find no way to  connect visual studio 2013 to the dev-center-account or manipulate the package family name and package publisher name in the appxupload-file to match the expectation of the store.  With VS 2015 I can connect to the live AND the dev-center-account. But this version is running on an other machine... Any ideas how to connect the vs2013 with the store or to change the values in the appxupload-file? Sincerly Peter ","Business Operations--Role Management"
"14ac90dc-23db-0c6b-0452-5b1fa2c791bb","Visual Studio 2013 or 2015 Apache Cordova Solution Store Upload fails	I developed the solution in VS 2013 and then moved it to VS 2015. I had enough troubles due to several inconsistencies, at the end without answers, with alternatives to those have no answers somehow I am able to finish my app. I built the app targeting Windows Phone Universal and published the app to store from VS 2013. I am now trying with 2015. Step 1 Associate with Stores Quits VS 2015. NO clue why!!!! Skipped that and continue with Create App Package. Successfully built it. Uploaded the package. Upload was success with new submission but reflecting old version of package. Manually Submitted. I am getting the following error. ""A previous submission for this app was released with a Windows Phone 8.1"" I am unable to figure out the reason as I have been targeting to the same version Windows Phone universal in VS2015 as I did in VS 2013. None of the documentation is helping here. Any clues how to resolve would be very helpful. Honestly, Microsoft must consider paying me or any other for this kind of testing services . :-) Thanks","Technical Operations--Deploying or Launching"
"75e7b8e0-b88c-74fa-3988-562b290ab87a","Visual Studio 2013 or 2015 Apache Cordova Solution Store Upload fails	I developed the solution in VS 2013 and then moved it to VS 2015. I had enough troubles due to several inconsistencies, at the end without answers, with alternatives to those have no answers somehow I am able to finish my app. I built the app targeting Windows Phone Universal and published the app to store from VS 2013. I am now trying with 2015. Step 1 Associate with Stores Quits VS 2015. NO clue why!!!! Skipped that and continue with Create App Package. Successfully built it. Uploaded the package. Upload was success with new submission but reflecting old version of package. Manually Submitted. I am getting the following error. ""A previous submission for this app was released with a Windows Phone 8.1"" I am unable to figure out the reason as I have been targeting to the same version Windows Phone universal in VS2015 as I did in VS 2013. None of the documentation is helping here. Any clues how to resolve would be very helpful. Honestly, Microsoft must consider paying me or any other for this kind of testing services . :-) Thanks ","Learn, Try or Buy--Awareness or Learning"
"9d30e6aa-1892-7fa1-c036-cda09a187dc0","Visual Studio Online -- We have Office 365 sub and azure AD. We'd like to federate signon for visual studio online/TFS with it but not possible due to limitation of Microsoft account only auth in Visual studio online.","Technical Operations--Integration or Compatibility"
"3901336a-570c-c276-e68e-abdfda8d1ecf","Visual Studio tooling for SharePoint app testing framework -- Is there any possibilities of VS toolings for testing SharePoint app functions/modules like what Jasmine or Protractor provides especially for SharePoint hosted apps? If VS sees the implementation and auto-generates test cases for modules and services it will be huge value add for continous improvement.","Technical Operations--Coding or Building"
"51499dcb-8e66-71dd-153f-0f402f28c02a","VM memory monitoring -- Azure management portal currently does not provide any way to monitor IAAS VM Memory usage (historical graph). It would be nice to have this added there","Technical Operations--Monitoring or Reporting"
"1ee1d1c5-9978-3015-ed4d-9a8837a91f7e","VM Pricing Tier Labeling -- In the Pricing Tier box under Usage, why isn't the pricing tier identifier included?  I can see that my VM has 4 cores and 28 GB of RAM, but when I click the box it just lists all configurations.  I have to search through looking for the one with 4 cores and 28GB RAM.  I see that it is configuration D12.  Why isn't D12 part of the pricing tier configuration info listed in the little box?  At the very least, why doesn't D12 have the little checkmark set indicating that it is the current configuration?","Business Operations--Cost Management"
"e69f382f-431e-1916-4926-9638e07a2027","VPN support so we -- Support VPN, PPTP, L2TP OpenVPN etc. I have moved outside the U.S. and see that my Wp7 cannot connect to a vpn. I don't see support for vpn in WP8 either. IOS and Android support multiple types of VPN middleware.   I was going to purchase a Nokia 920 but now I am leaning towards a Samsung Galaxy due to this limitation. ","None--Other None"
"22719b12-91e6-85a1-1a7d-5f08843733d3","W T F ?! Im trying to register for a developer account and your UI says ""This publisher display name is available"" when I select a display name. BUT when I then press ""next"" it's suddently NOT available. Why are you wasting my time?","Learn, Try or Buy--Conversion or Registration"
"16403476-332c-02bb-5416-04e11d3502c8","Warn users when an outstanding balance is due instead of canceling the service without warning -- For the second time this year a part of my Azure services disappeared without warning. When asked, it appeared I had an unsolved payment. That was because our credit card was expired. I renewed the creditcard right away, but it seemed that there was a payment not handled.   So without a warning, one of my subscriptions got cancelled, and I was left with no running services.   Please, give me a notification, and give me an opportunity to send the invoices to a second e-mail address so my financial department can keep track of it.","Business Operations--Business Analysis"
"2c909245-2f2c-892b-ecb0-12230a2920d4","Way to hide corporate america. Take away xbox family plan and raise the price 150% with no one to complain to that can offer any help. . Way to hide corporate america. Take away xbox family plan and raise the price 150% with no one to complain to that can offer any help. Hope your comfortable sitting on your new stacks of cash. Can understand a $20 increase not $140.00","Learn, Try or Buy--Evaluation or Comparison"
"02eaac5a-eecf-1f7c-8564-78d1e7114dde","we are publishing the same apps in Windows Phone Store and Windows App Store. Now we want to bundle these Apps. Unfortunately we are not abl . ""we are publishing the same apps in Windows Phone Store and Windows App Store. Now we want to bundle these Apps. Unfortunately we are not able to set the prices in both marketplace same way. In Windows App Store we can choose the price tier. For all countries prices are automatically set. In Windows Phone Store we are able to set the price for each county separately. We need this also in Windows App Store because: 1.    Exchange rate between US$ and +óGÇÜ-¼ is too low. The rate is set to 1-1. Because we calculate our prices in +óGÇÜ-¼ we have to change the $ price for all countries with $ manually and there are a lot of countries to change. We are not willing to charge less in US or Canada than in Europe 2.    Change exchange rate between Argentina, Indonesia, South Africa. The rates are too low, so we have set the values manually 3.    Checkbox to add additional fee of 13.9% on top of the normal Store Fee (percentage of Net Receipts) that is deducted in calculating our  Application Proceeds for these markets: Argentina, Chile, Colombia, Costa Rica, Malaysia, Mexico, Peru, South Africa.  This fee applies only to alternative payment methods (e.g. carrier billing) and not to credit card transactions in Windows Phone Store ""","Business Operations--Sales or Monetization"
"d18f531f-f5c5-7f22-886b-2f43fd1342d5","We can't get the info for the chart at this time. Try again later.. Did anyone else facing this error?    I am getting this error for last two days...    Is there any problem??","Technical Operations--Scalability or Availability"
"d58a98dd-ce93-23d6-bd5d-a76c02ff8401","We current have a developer account that was registered under a personal Microsoft account. We want to transition this to a company email address (managed in Office 365). Is there a way to do this?","Business Operations--Role Management"
"125965c2-6d08-353a-c70e-01f07bcd7a79","We need Improvements in design options. --  1. The Studio have to improve how it let us make a design from scratch, I mean, let us change not only colors of the font (foreground), it has to let us change more aspects, like the background of every section (not just the panorama). Making a each section of a panorama look entire different if thats what we want.   2. The Studio needs to fix some issues regarding the position of RSS content. For example, putting a {Data.Title} to the side of {Data.ImageUrl} not always looks as it's supposed to show. Also, the {Context.Content} of an Info Page doesn't shows the entire `content`, it shows a part of it (like a summary... and NO, I'm not using the {Context.Summary}  I have more ideas, and I'll post more in the future.","Technical Operations--Design or Drafting|Technical Operations--Coding or Building"
"a99f8fab-c359-a0da-4f33-9c1ab86f45c0","We need to get the Publisher's display name changed to: SHAREit Technologies Co. Ltd:"" display name for this publication is not available for a single account. (Does that mean that you want to select ""company""? ) ""Can you tell me how does it work? ","Business Operations--Role Management"
"24e14701-d7c9-3983-02e5-219ad01aee04","We need Windows Dev Center to have common design with MSDN.","Learn, Try or Buy--Learn, Try, Buy UI or UX"
"4236fbf6-fa3e-e1ef-f9fe-dc1fb37f7455","We would like to submit the payment against invoice no. D070002E3U  & D070002E8A thru credit card. Currently we have received the above invoices of USD. Please change the payment method & also new contact details for Invoices are dipak@intech-systems.com   /   jaimin@intech-systems.com   please send invoices on these e-mail","Business Operations--Sales or Monetization"
"c673e3a0-5fcc-9c88-8469-ebae3a0df61f","Weak wirefame icons. Things 'look' good, but I see a few wirefame icons creeping in on the Essentials header.. Maybe I'm alone, but the lightness of wireframe icons makes them inadequate for the main job of icons. They hardly stand out as interaction points in UIs unless they are very alone. They are ""new"" at MS, but not really ""good"". I would say keep things consistent and nip those wireframe icons in the bud. If the whole interface adopted them, I think it would be rather unfortunate looking.","Technical Operations--Technical Operations UI or UX"
"cba38256-23b8-8cd2-a995-50d7d2145231","Web and Mobile App to suggest Azure pricing based on their needs -- Looking at the Azure pricing calculator it is very difficult for non technical people especially owners of small and medium businesses in India to decide what to buy.   My idea is about a simple web and mobile app that will ask series of questionnaire and suggest best pricing plans. It will be of great help for people who want to get started with Azure.  ","Business Operations--Sales or Monetization"
"c13f33d0-384b-5764-aa47-129ab71e37d7","Web API as datasource -- Enter any URI as to return XML, SOAP, REST, OData, JSON as results, like the RSS datasource. This would work just fine for anonymous APIs, but not those that authenticate like Twitter. Different APIs authenticate different ways, so that would be challenging. However, Office 365, AD and SharePoint on-premise authentication would be simple for you.  This will be extremely beneficial for creating apps connect to Office 365 data (SharPoint, Exchange, Dynamics). User can authenticate once when the app opens, create the tokens, then the Office 365 APIs would work just fine.","Technical Operations--Coding or Building"
"0dc69a9a-c8bb-4315-d79d-03b8c790c9c1","Weblink Connect -- I want to click on the WebLink Connect icon, enter my credential and start slicing and dicing in excel.","Technical Operations--Technical Operations UI or UX"
"cc98cd50-4f98-2a06-220a-281e7ce73b8f","Website name on Pinned Charts -- If I pin the website traffic charts to the portal I should see a label indicating which site it is so that I can quickly identify which site they are related to.","Technical Operations--Technical Operations UI or UX"
"aa648073-ed4e-78b9-4c49-0de61913143d","Websitr Restart button looks like a Refresh buttin . The Restart button for websites looks like a refresh button, When wanting to refresh the web views and errors graph it is easy to click and restart the website.  The button could have a different design, and also a confirmation ""Are you sure you want to restart the website?"".","Technical Operations--Technical Operations UI or UX"
"41e88f44-7221-d596-56d9-5094dca57687","Well .. I had kept my country as US   now I'm in india .. I cannot change it ...","Business Operations--Role Management"
"1f9ba4c3-63a7-a653-bfe3-a1ed69466126","What about Bitnami OSQA Stack -- What about Bitnami OSQA Stack this uses OpenID which sits on top of OAuth 2.0","Technical Operations--Integration or Compatibility"
"be7c2286-845d-4c70-1a28-4d475666f354","What is happening. I am not able to pay via my paypal.","Learn, Try or Buy--Conversion or Registration"
"c1baef6a-51dc-8af7-1dd8-bcfa8ade4df3","WHAT IS THIS WHAT IS SAYING  The billing section isn't available right now. Please try again soon. Error code 40002. PLEASE SOLVE MY PROVLAM","Business Operations--Role Management"
"a49fe10e-fd2d-5f0c-9fdc-cfee765e40ce","Whatsapp for windows 6.1? -- Hi i bought this windows 6.1 phone about one and half year ago. now i dont find any up gradation option or any new app for my phone please help.","None--Other None"
"06c0fce2-496f-6619-4365-f44ed0e12de4","When adding reserved name like 'My App' then it becomes 'MY APP'. Please put in the description when reserving a new if it's case sensitive or not.","Technical Operations--Technical Operations UI or UX"
"b8a05f99-fdc4-a2b4-fcf8-c33f2b9ad324","When browsing existing services, have a shortcut to create a new instance of the given service type -- When browsing existing services there is currently nothing in the upper bar. The new button could (easily?) be added to create a new instance of a service. For example, I am browsing all of my storage Accounts, I want to create a new one on the fly without having to go back to the bar on the left.","Technical Operations--Technical Operations UI or UX"
"3bcdcae8-61d5-25c2-c75d-4c381ae6eafe","When browsing web site, wrong webjobs are displayed -- When I log in to the preview portal and browse to one web site (prod), it displays the webjobs for a different web site (uat). The two web sites aren't even in the same subscription. I've attached a screenshot of what I'm seeing.","Technical Operations--Monitoring or Reporting"
"3a4af716-c1c4-067c-c01a-57f7ca49cc5a","When clicked on SAVE button  nothing happened. Then  all other changes made cannot be saved  save button remains gray and cannot be clicked. Checked in different browsers  same behaviour.","Technical Operations--Technical Operations UI or UX"
"5c5689a6-a926-a001-766a-a0620040a771","When creating a new resource, each resource should have an info badge to learn more about that resource -- A Mobile, Logic, or Web app for instance. If you want to learn more, if you have to open a new page and look around for the information yourself. Provide easy links on each resource to find out more, not just configure/set up a new instance.","Technical Operations--Technical Operations UI or UX"
"dbf11e2d-8c85-794b-29ea-54ba8b113e56","When I am trying to go through the health reports  every time I try to expand an option on pages 2-n  it jumps back to the first page.","Business Operations--Business Operations UI or UX"
"c96aab71-d2f1-bcc7-efcd-a30e5537c1d6","When I build the new versi?n of the packcage a problem show related that the Publisher name cannot start or end with a blank space  so I tried to correct it from here  but the screen report that the display name already exists  please help me to correct this issue","Technical Operations--Technical Operations UI or UX"
"befa6225-f77b-1ad4-c633-b8a0679018a6","When I click on Activate Microsoft Azure in my SUBSCRIPTION BENEFITS page, I am told I have already used this benefit -- I have having difficulties creating an azure account with my subscription benefits: the offer is MS-AZR-0061P and the text displayed is   VISUAL STUDIO PREMIUM WITH MSDN IS NOT AVAILABLE. It appears that you have already used your MSDN benefit for a Windows Azure subscription. Each MSDN subscription is entitled to only one corresponding free Windows Azure subscription. WHAT CAN I DO? Verify your MSDN subscription benefits Sign up for a different offer (Free Trial)","Learn, Try or Buy--Self-Help Support"
"5e8d78c8-060a-ff5f-0288-5a4795dc03f0","When I click on Ask question  it's prompt me the Yammer https://www.yammer.com/cloudpartnercommunity/ but I am not allow! How should I ask question then! I the Global Admin of our CSP portal!","Business Operations--Other Business Operations"
"b8e73761-d7c6-50f4-9c5c-64bdf1e4e409","When I create a new SQL database, the Account is listed last. Since all other choices are based on this, it should be first. -- When creating a new sql database, the option for subscription is the last one. Since all other choices depends on this one it should be placed first. It took me a while to find out why my current databases didn't show.","Technical Operations--Technical Operations UI or UX"
"dd81a578-1fd1-a75c-f45a-a555bebd953e","When I search for apps in the apps section, don't show games. Use the games section for that. -- I want to explore apps that add functions to my phone in one section, minus games.","Business Operations--Marketing or Advertising"
"e783c4c9-40c4-0d1f-5820-08d3112862ce","When I try to progress to """"Registration - Payment""""  instead of letting me enter payment information I get an iframe of the previous step  which recursively opens another one when I submit it again.  The State field is also not marked as required  but trying to continue without filling it out highlights it as missing/required.","Learn, Try or Buy--Conversion or Registration"
"10e08ba0-f02f-0d8a-503a-74ea6864d52a","When I try to update the contact information of my account with all the fields correctly filled I get the error: CorrelationId: b5605fab-0191-4b03-a0de-09a507c78b8f an error occurred while saving the data."" Review your information and try again.","Business Operations--Role Management"
"f4b59911-4d73-4f05-19f7-558294021ff4","When my account status will be verified? It's coming Pending from 3 days now. We want to publish our application.  Please let us know asap.  Thanks.","Learn, Try or Buy--Conversion or Registration"
"8c37dcf3-3447-a14c-8e7a-34eb81652de6","When provisioning a new Azure trial or subscription I suggest you not lock the account into a country until the credit card is accepted. -- I was establishing an Azure subscription to use with my Office 365 services.  In the process, I accidentally entered CA for country instead of state (California).  From that point on, the sign up process assumed I was Canadian and would not let me change it.  I could not enter a valid credit card at that point so my ability to use Azure with my Office 365 service is gone.  Since Azure requires a credit card, even for the trial, don't lock in the region or country until the card is accepted.","Learn, Try or Buy--Conversion or Registration|Business Operations--Cost Management"
"d27e8e83-4c6e-bf38-e183-f2c04b9c58a9","When selecting a location, how to save as DEFAULT. -- When creating a new VM, I have to choose my location each time - eg. I choose 'South-East Australia' everytime.  It would be good to have this as a `Portal Setting`","Technical Operations--Technical Operations UI or UX"
"aa49ac2a-3dc9-232a-ae11-68e55851a56e","When someone reply to any Question & they asked for reply they should be notified on any reply.. When we ask a Question & tick we would like to be notified when anyone answers. Why are we not sent any E-Mail. Whilst on this subject, if you ask any Question in wrong Forum why don't these people tell us which is the correct forum, or better still if they know where you can find the answer, point people to that answer.","Technical Operations--Technical Support"
"0d9bbde8-3957-b075-1b53-1f9905ccff3c","When trying to update my data I can't save. It seems that the State/Province field isn't accepting any input. Thank you. ","Business Operations--Role Management"
"6ff23250-80ad-5a26-74df-710bb1c85b8f","When use dreamspark key in Promo code display invalid code. When use dream spark key in Promo code display invalid code?","Learn, Try or Buy--Conversion or Registration"
"076eb573-10d9-ad51-bb22-f4ee1787da1c","When we rated a game in the xbox store, a new feed should also shown on our feed, so our friend could see.. I think this would be a awesome feature, and make more people interest in buying a new game, think about it.","None--Other None"
"b4c1c6b2-a0ec-a179-b6af-9b6a2399af1d","When you customize a blade/dashboard, originally you could put any part anywhere, now you can't, and it sucks. -- Our company has been using application insights on the portal to track our corporate website. The portal originally allowed us to maximize the app insights blade and customize the 'parts' on the grid however we wanted. It allowed us an easy way to make awesome status dashboards.  However, a recent change to portal forced all the 'parts' into categories that are a set width (4 cells) wide. It took the awesome experience and essentially killed it.   We can't make the awesome dashboard-like page we originally had, and now its a hassle to look through the analytic data, which was the main reason we used app insights in the first place.  If you needed to take away the ability to build an awesome dashboard you could have at least made the new organization look decent. Now regardless of blade size its a big cluster mess of 'parts'","Technical Operations--Technical Operations UI or UX|Business Operations--Business Analysis"
"13af82e6-bcac-9d0d-d491-1037671de4b8","When you put someones account on hold you should notified them!! . I have been waiting weeks to see my ads run and i finally contacted support and they told me it was on hold. I dunno how this business is run but when my customers property has an issue i notify them and fix the issue","Business Operations--Marketing or Advertising|Business Operations--Business Support"
"c879695a-b186-ee3d-11a9-6c1cb68a6891","Whenever I go to buy something or search for something it makes me put in a code and log back in. . I'd like to be able to click to buy something and login easier without having to put a code in every single time. It's annoying and the reason I never use Xbox.","None--Other None"
"da70dae3-ebd9-6fe2-b76e-91fab12d1d2e","Whenever I try to edit tax information I receive an error  Unexpected error! The page you are trying to access isn't available right now. Please try again soon. Error correlation ID: 2014d001-af30-421e-b5ca-0ec3231c30d9 Error correlation vector: pWmt7pCyOEKNbCjb.1 App server: TCS Time: 03 Dec 2015 21:17:08 -08:00  I also tried this day before but it displays the same thing except for the date of course.","Business Operations--Role Management"
"ddc57607-3e8e-30b4-8ac4-b9494ec56e41","Where are the instructions to move trial period period dbs to pay as you go? -- Presumably this is the reason I can no longer edit.   This process should be intuitive. It isn't.","Learn, Try or Buy--Self-Help Support"
"493b4248-a7ef-9238-c60c-2282fe219319","Where can I request the Microsoft Customer Satisfaction Survey for a support ticket that I have created?. Where can I request the Microsoft Customer Satisfaction Survey for a support ticket that I have created?","Business Operations--Business Support"
"924f708a-a5dc-c3f8-89d7-7bcba1d7c9be","Where did the crash/hang reporting and rest of the analytics disappear to?","Business Operations--Business Analysis"
"690039ab-90fb-5a0f-741d-7e5513a346c6","Where is contextual help? -- Where is contextual help? In current version of Azure portal there is a very rich contextual help. Please do not remove it.","Learn, Try or Buy--Learn, Try, Buy UI or UX|Learn, Try or Buy--Evaluation or Comparison|Learn, Try or Buy--Self-Help Support"
"dce8f327-f53e-1b5a-5259-60aa91605e53","where is the report about the money I have earned with IAPs?","Business Operations--Business Analysis"
"acecbfc0-9227-8101-4a8a-50fe5eb74ef1","Where lost reviews of application? Download page for all reviewers there and in the dashboard. This is how to understand? Thank you very much. ","Business Operations--Business Analysis"
"d5a47d50-fd33-5ac3-aff8-c69f39567959","Which certificate(Class 3 or EV) should I buy,to create a company account on Hardware/Desktop developer portal of Microsoft, for uploading apps?	I want to upload my desktop app to windows store.After some searching,I found that first I'll have to test the app with windows certification kit, then create an account on hardware/desktop portal.Submit certification test results to the portal then upload the app using developer account. Now, for creating a company account in Hardware/Desktop portal, it is asking me to buy a certificate(Class 3 or EV).EV is for LSA and UEFI. And for other services,Class 3 certificate will do.I have no idea what LSA and UEFI are,I just want to upload my app to windows desktop store. So,which certificate should I buy class 3 or EV.","Business Operations--Role Management"
"4e5f2f4b-3d13-d82c-6d14-5e2c16a6de06","Which certificate(Class 3 or EV) should I buy,to create a company account on Hardware/Desktop developer portal of Microsoft, for uploading apps?	I want to upload my desktop app to windows store.After some searching,I found that first I'll have to test the app with windows certification kit, then create an account on hardware/desktop portal.Submit certification test results to the portal then upload the app using developer account. Now, for creating a company account in Hardware/Desktop portal, it is asking me to buy a certificate(Class 3 or EV).EV is for LSA and UEFI. And for other services,Class 3 certificate will do.I have no idea what LSA and UEFI are,I just want to upload my app to windows desktop store. So,which certificate should I buy class 3 or EV. ","Business Operations--Role Management"
"b584f187-2fc5-0a7d-5473-c9192f771341","Why am I charged $1 twice for updating expiry date of my credit card? -- I was advised via email from Microsofit to update my credit card so that Microsoft can continue to charge me. When I clicked into Azure to update my credit card with a new expiry date for my credit card why am I charged $1.  I went in twice and was charged $2.","Business Operations--Sales or Monetization"
"123bb474-3ab4-032e-79f5-ee8a99143f46","Why are you advertising at me on the dashboard? Would I like to monetize with ad mediation? No, no I would not. Stop spamming me.","Learn, Try or Buy--Evaluation or Comparison"
"acb9fd5e-6170-07ba-f512-18bfa9c8b115","Why are you asking for my email address in the give feedback page -- Here's how I''ve navigated to the feedback page. I've clicked on my account name on the top right corner of the management portal and selected give feedback.  Feedback page, yet, asked my email address.  You already have it, why are you asking me once again.  Can you not fill it with my email address and let me change if I want to","Technical Operations--Technical Operations UI or UX"
"f858383b-f978-1f91-6bbb-de8d3d0911a1","Why can't I create a Gallery website (ie Wordpress) for existing resource group using the new Portal preview? -- This is a very annoying behavior, when I select a resource group in the new Portal preview, and select the + button to add a resource, I can only add empty websites, databases etc... Why can't I add a Gallery website, i.e. Wordpress?   Similarly, when I create a new website from the gallery using the new Portal preview, I cannot select an existing resource, which forces me to create a new group and therefore a new web hosting plan which result in additional billing.  I can have a hundred website on the same hosting plan, and I can create an empty database for an existing resource group using the new Portal preview, I can then go back to the old portal, create a new website from the Gallery, select the existing database I just created, select the same hosting plan and everything ends up under the same resource group and plan.   Therefore there is no valid justification for not allowing the creation of a Gallery website directly from the resource group under the new portal.","Technical Operations--Technical Operations UI or UX"
"b366e37e-f023-b3c2-bf29-b6ce27ea7bb6","Why can app screenshots/descriptions only be edited after package upload?. This is really annoying. Any reason for that (changed) behaviour?","Technical Operations--Deploying or Launching"
"372bb22f-c9ef-8585-54ab-025e27f601f3","Why can not there in app store TRUSTcard","Business Operations--Sales or Monetization"
"b6b2f7ef-cf76-2515-cd45-6d9b0036487c","why cannot I delete my apps from the dashboard history instead of just unpublish them? urgent!!!!!!","Technical Operations--Deploying or Launching"
"c0aac638-a996-1597-62b6-49d64d6801ea","why cant i put in my billing  information","Business Operations--Role Management"
"9e42b924-1c72-17a3-7eea-e23c8b5122b8","Why cant you people deduct what you need from my visa card instead of deducting God knows what? How much do you need for me to set up an individual account here on your store. I put around 21 $ is that enough?","Learn, Try or Buy--Conversion or Registration"
"96087564-75f2-bd50-df04-ffd163b64c78","Why change the description text can not save it? ","Technical Operations--Technical Operations UI or UX"
"4cc60727-acc3-9ebf-1503-583cb029a813","why do not windows App Studio has all types of apps creation templetes. . the app templates are very few and limit us with what is presented, so if we want to create an app related to any mobile system eg: Bluetooth or wifi, radio,online tv ect, so there should be templates for all available types of app. please also add review option in future .","Technical Operations--Design or Drafting"
"7c59fa68-c9b3-09ca-7afe-6cc2e5eebac8","Why do some applications submitted 16 hours required for a few days? Depending on the application what to distinguish? ","Technical Operations--Deploying or Launching"
"9920c166-6a24-3d47-4658-ef0dfefd7cb9","Why don't each header/title for each profile area (blog, forums, galleries, etc.) link to the actual areas?. Why don't each header/title for each profile area (blog, forums, galleries, etc.) link to the actual areas? I still have no idea how to make blog post. Do I lack the points, do I make a request? The site should be more intuitive if you want people to contribute content. This shouldn't even be a 'vote-able' issue/suggestion. It should be the bare minimum for any site   (P.S. I am available and affordable, BTW)","None--Other None"
"8e8d749d-bf3b-cb0d-3a62-b0b19118ea85","why dont show me the data ? WINRT	im try to do a simple excercise, but, when i test the first part (show person data) dont show me nothing into UI.  I checked the bindings and I guess are okay, too, I do a debug in the click event of the button and get all the data, but the UI does not show me anything. all proyect here: Less_300kb or: public class Persona: BindableBase { private string _nombre; public string Nombre { get { return _nombre; } set { _nombre = value; SetProperty(ref _nombre, value);} } private string _apellido; public string Apellido { get { return _apellido; } set { SetProperty(ref _apellido, value); } } private int _cedula; public int Cedula { get { return _cedula; } set { _cedula = value; SetProperty(ref _cedula, value);} } private string _profesion; public string Profesion { get { return _profesion; } set { SetProperty(ref _profesion, value); } } }  the second class  public class GrupoPersonas { public string Profesion { get; set; } public List ListaPersonas { get; set; } }  the Last class public class DataSourcePersonas { //public List ListaPersonas { get; set; } public ObservableCollection ListaPersonas { get; set; } public void CrearLista() { var listaPivote = new ObservableCollection() { new Persona(){ Profesion=""Ingeniero"",Apellido=""Ruiz Pacheco"",Nombre=""Juan Carlos""}, new Persona(){ Profesion=""Médico"", Apellido=""Gonzalez Ramírez"", Nombre=""Miguel""}, new Persona(){ Profesion=""Analista"", Apellido=""Ramirez"", Nombre=""Angel""}, new Persona(){ Profesion=""Enfermero"",Apellido=""Aldana"", Nombre=""Cesar""}, new Persona(){ Profesion=""Conductor"",Apellido=""Echeverry"", Nombre=""Andres""}, new Persona(){ Profesion=""Piloto"", Apellido=""Coronel"", Nombre=""David""}, new Persona(){ Profesion=""Capitán"", Apellido=""Baracaldo"", Nombre=""Alejandro""}, new Persona(){ Profesion=""Biólogo"", Apellido=""Palacios"", Nombre=""Mauricio""}, new Persona(){ Profesion=""Físico"", Apellido=""Botía"", Nombre=""Oscar""}, new Persona(){ Profesion=""Astrónomo"",Apellido=""Heldford"", Nombre=""Axwell""} }; Random genCedula = new Random(); var listaFull = from persona in listaPivote from persona2 in listaPivote from persona3 in listaPivote select new Persona() { Cedula = (int)(genCedula.NextDouble() * 999999999), Nombre = persona.Nombre, Apellido = persona2.Apellido, Profesion = persona3.Profesion }; //ListaPersonas = new List(listaFull); ListaPersonas = new ObservableCollection(listaFull); } public ObservableCollection ListaPersonasAgrupada { get; set; } public void CrearGrupo() { var lista = from persona in ListaPersonas group persona by persona.Profesion into grupo select new GrupoPersonas() { Profesion = grupo.Key, ListaPersonas = grupo.ToList() }; ListaPersonasAgrupada = new ObservableCollection(lista); } }  the xaml     GridView x:Name=""gvGroup"" ItemsSource=""{Binding Source={StaticResource DataSourcePersonas}, Path=ListaPersonas}"" Margin=""10,113,10,10"">             MainPage private void Button_Click(object sender, RoutedEventArgs e) { DataSourcePersonas.CrearLista(); DataSourcePersonas.CrearGrupo(); gvGroup.UpdateLayout(); }","Technical Operations--Coding or Building"
